Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Date
170,27.0,Male,Jacket,Outerwear,30.0,Nevada,S,Gold,Summer,3.3,Yes,Standard,Yes,Yes,3,PayPal,Every 3 Months,16/01/2023
171,52.0,Male,Shirt,Clothing,25.0,Wyoming,M,Maroon,Fall,2.6,Yes,Store Pickup,Yes,Yes,46,Venmo,Bi-Weekly,16/01/2023
172,29.0,Male,Shorts,Clothing,35.0,Virginia,M,Blue,Summer,3.6,Yes,Store Pickup,Yes,Yes,4,Credit Card,Weekly,16/01/2023
173,54.0,Male,Jewelry,Accessories,67.0,Nebraska,M,Violet,Summer,3.9,Yes,Next Day Air,Yes,Yes,42,Credit Card,Bi-Weekly,17/01/2023
174,25.0,Male,Hat,Accessories,46.0,Hawaii,M,Turquoise,Fall,3.4,Yes,Standard,Yes,Yes,30,Cash,Annually,17/01/2023
175,41.0,Male,Shoes,Footwear,35.0,Vermont,L,Brown,Winter,3.5,Yes,Express,Yes,Yes,37,Venmo,Annually,17/01/2023
176,53.0,Male,Coat,Outerwear,86.0,Oklahoma,L,Violet,Fall,2.8,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Annually,17/01/2023
177,53.0,Male,Backpack,Accessories,81.0,New Hampshire,L,Black,Spring,2.7,Yes,Next Day Air,Yes,Yes,30,Credit Card,Quarterly,17/01/2023
178,21.0,Male,Hoodie,Clothing,42.0,Kansas,L,Magenta,Fall,3.7,Yes,Next Day Air,Yes,Yes,47,Bank Transfer,Monthly,17/01/2023
179,61.0,Male,Skirt,Clothing,43.0,Idaho,L,Lavender,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,21,PayPal,Quarterly,17/01/2023
180,64.0,Male,Boots,Footwear,31.0,Illinois,M,Violet,Fall,4.9,Yes,Store Pickup,Yes,Yes,9,Bank Transfer,Fortnightly,17/01/2023
181,51.0,Male,Sandals,Footwear,81.0,South Dakota,L,Green,Fall,3.3,Yes,Store Pickup,Yes,Yes,12,Debit Card,Fortnightly,17/01/2023
182,32.0,Male,Pants,Clothing,61.0,Massachusetts,M,Beige,Summer,4.7,Yes,Next Day Air,Yes,Yes,4,Bank Transfer,Weekly,17/01/2023
183,38.0,Male,Gloves,Accessories,96.0,Alabama,XL,Purple,Summer,2.8,Yes,Store Pickup,Yes,Yes,10,Debit Card,Annually,17/01/2023
184,58.0,Male,Skirt,Clothing,29.0,Ohio,XL,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly,18/01/2023
185,32.0,Male,Sneakers,Footwear,33.0,Hawaii,L,Cyan,Spring,3.0,Yes,Express,Yes,Yes,40,Cash,Fortnightly,18/01/2023
186,46.0,Male,T-shirt,Clothing,32.0,Wisconsin,XL,Silver,Summer,4.5,Yes,Store Pickup,Yes,Yes,34,Bank Transfer,Fortnightly,18/01/2023
187,39.0,Male,Backpack,Accessories,56.0,Minnesota,S,Lavender,Summer,2.9,Yes,Standard,Yes,Yes,31,Debit Card,Annually,18/01/2023
188,19.0,Male,Shoes,Footwear,94.0,Georgia,S,Purple,Spring,3.3,Yes,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly,18/01/2023
189,50.0,Male,Hoodie,Clothing,53.0,Arkansas,M,Pink,Spring,3.1,Yes,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly,18/01/2023
190,36.0,Male,Blouse,Clothing,82.0,West Virginia,M,Maroon,Fall,4.4,Yes,Next Day Air,Yes,Yes,4,Credit Card,Weekly,18/01/2023
191,65.0,Male,Coat,Outerwear,70.0,Indiana,XL,Beige,Fall,3.0,Yes,Free Shipping,Yes,Yes,48,Venmo,Quarterly,18/01/2023
192,64.0,Male,Hat,Accessories,76.0,Utah,M,Gray,Fall,3.9,Yes,Free Shipping,Yes,Yes,29,Cash,Every 3 Months,18/01/2023
193,46.0,Male,Shoes,Footwear,29.0,Nebraska,L,Turquoise,Summer,2.9,Yes,Express,Yes,Yes,12,PayPal,Bi-Weekly,18/01/2023
194,36.0,Male,Belt,Accessories,100.0,North Dakota,S,Silver,Fall,3.0,Yes,Standard,Yes,Yes,29,Venmo,Annually,19/01/2023
195,51.0,Male,Backpack,Accessories,94.0,Missouri,M,Olive,Spring,3.1,Yes,Express,Yes,Yes,15,Debit Card,Quarterly,19/01/2023
196,51.0,Male,Jacket,Outerwear,25.0,New York,M,Magenta,Fall,4.3,Yes,Free Shipping,Yes,Yes,34,Credit Card,Monthly,19/01/2023
197,38.0,Male,Boots,Footwear,88.0,Washington,M,Lavender,Summer,3.9,Yes,Next Day Air,Yes,Yes,41,Credit Card,Fortnightly,19/01/2023
198,59.0,Male,Scarf,Accessories,78.0,South Carolina,M,Black,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly,19/01/2023
199,57.0,Male,Jewelry,Accessories,45.0,Utah,M,Turquoise,Winter,4.8,Yes,Standard,Yes,Yes,39,Credit Card,Fortnightly,19/01/2023
200,54.0,Male,Hat,Accessories,73.0,Idaho,XL,Green,Summer,3.8,Yes,Express,Yes,Yes,32,Cash,Weekly,19/01/2023
201,25.0,Male,Dress,Clothing,61.0,Pennsylvania,S,Teal,Summer,3.3,Yes,Next Day Air,Yes,Yes,29,Venmo,Monthly,19/01/2023
202,69.0,Male,Blouse,Clothing,22.0,Missouri,S,Beige,Fall,4.3,Yes,Free Shipping,Yes,Yes,15,Bank Transfer,Annually,19/01/2023
203,57.0,Male,Hat,Accessories,38.0,Nebraska,L,Magenta,Spring,2.7,Yes,Express,Yes,Yes,33,Venmo,Annually,19/01/2023
204,70.0,Male,Scarf,Accessories,38.0,Indiana,S,Yellow,Fall,3.2,Yes,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly,19/01/2023
205,24.0,Male,Sneakers,Footwear,100.0,Arizona,M,Yellow,Fall,4.0,Yes,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly,20/01/2023
206,67.0,Male,Shirt,Clothing,64.0,Hawaii,M,Silver,Winter,3.0,Yes,Standard,Yes,Yes,25,PayPal,Weekly,20/01/2023
207,24.0,Male,T-shirt,Clothing,55.0,Wisconsin,L,Silver,Summer,4.2,Yes,Free Shipping,Yes,Yes,6,Venmo,Fortnightly,20/01/2023
208,62.0,Male,Gloves,Accessories,91.0,Rhode Island,M,Silver,Summer,2.9,Yes,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly,20/01/2023
209,57.0,Male,Skirt,Clothing,38.0,Wisconsin,M,Gold,Spring,4.1,Yes,Store Pickup,Yes,Yes,17,Credit Card,Monthly,20/01/2023
210,55.0,Male,Sandals,Footwear,97.0,Minnesota,S,Olive,Winter,3.2,Yes,Store Pickup,Yes,Yes,44,Cash,Every 3 Months,20/01/2023
211,45.0,Male,Jacket,Outerwear,22.0,Vermont,L,Teal,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,6,PayPal,Fortnightly,20/01/2023
212,69.0,Male,Skirt,Clothing,92.0,South Dakota,L,Maroon,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,45,Debit Card,Fortnightly,20/01/2023
213,67.0,Male,Handbag,Accessories,84.0,Virginia,L,Blue,Fall,4.2,Yes,Express,Yes,Yes,7,Debit Card,Annually,20/01/2023
214,30.0,Male,Handbag,Accessories,93.0,Nevada,L,Peach,Fall,4.4,Yes,Store Pickup,Yes,Yes,11,Debit Card,Every 3 Months,20/01/2023
215,24.0,Male,Jacket,Outerwear,50.0,Hawaii,L,Blue,Summer,4.2,Yes,Next Day Air,Yes,Yes,41,Cash,Every 3 Months,20/01/2023
216,62.0,Male,Scarf,Accessories,64.0,New Jersey,S,Orange,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,24,PayPal,Bi-Weekly,21/01/2023
217,43.0,Male,Shorts,Clothing,61.0,Massachusetts,L,Yellow,Spring,3.7,Yes,Free Shipping,Yes,Yes,21,Venmo,Weekly,21/01/2023
218,35.0,Male,Sunglasses,Accessories,48.0,Oklahoma,M,Purple,Winter,3.5,Yes,Next Day Air,Yes,Yes,24,Bank Transfer,Annually,21/01/2023
219,28.0,Male,T-shirt,Clothing,45.0,California,S,Magenta,Spring,2.9,Yes,Store Pickup,Yes,Yes,8,Credit Card,Quarterly,21/01/2023
220,32.0,Male,Belt,Accessories,88.0,Nevada,M,Cyan,Spring,3.0,Yes,Free Shipping,Yes,Yes,12,Cash,Fortnightly,21/01/2023
221,39.0,Male,Sneakers,Footwear,57.0,Arizona,S,Indigo,Spring,3.7,Yes,Express,Yes,Yes,48,Debit Card,Fortnightly,21/01/2023
222,28.0,Male,Hat,Accessories,68.0,North Carolina,XL,Magenta,Summer,4.4,Yes,Store Pickup,Yes,Yes,6,Bank Transfer,Quarterly,21/01/2023
223,47.0,Male,Gloves,Accessories,94.0,New York,XL,Gray,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,14,PayPal,Fortnightly,21/01/2023
224,20.0,Male,Pants,Clothing,41.0,Wyoming,M,Turquoise,Spring,4.8,Yes,Free Shipping,Yes,Yes,34,PayPal,Annually,21/01/2023
225,63.0,Male,Socks,Clothing,83.0,South Dakota,S,Beige,Summer,2.9,Yes,Free Shipping,Yes,Yes,12,Cash,Every 3 Months,21/01/2023
226,25.0,Male,Jacket,Outerwear,22.0,Arkansas,M,Olive,Spring,3.2,Yes,Next Day Air,Yes,Yes,11,Bank Transfer,Annually,22/01/2023
227,29.0,Male,Shoes,Footwear,74.0,Texas,L,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,5,PayPal,Monthly,22/01/2023
228,50.0,Male,Jeans,Clothing,90.0,Rhode Island,M,Turquoise,Winter,4.2,Yes,Standard,Yes,Yes,25,Venmo,Fortnightly,22/01/2023
229,18.0,Male,Socks,Clothing,79.0,New Hampshire,M,White,Spring,2.9,Yes,Store Pickup,Yes,Yes,11,Credit Card,Annually,22/01/2023
230,70.0,Male,Sandals,Footwear,28.0,Ohio,S,Silver,Spring,4.6,Yes,Next Day Air,Yes,Yes,27,PayPal,Every 3 Months,22/01/2023
231,66.0,Male,Scarf,Accessories,88.0,Utah,L,Olive,Fall,4.1,Yes,Standard,Yes,Yes,43,Credit Card,Annually,22/01/2023
232,28.0,Male,Blouse,Clothing,26.0,Tennessee,M,Blue,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,18,Debit Card,Every 3 Months,22/01/2023
233,54.0,Male,Jewelry,Accessories,27.0,Hawaii,L,Purple,Winter,4.2,Yes,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly,22/01/2023
234,19.0,Male,Sweater,Clothing,83.0,Arizona,XL,Yellow,Fall,4.5,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,Every 3 Months,22/01/2023
235,20.0,Male,Gloves,Accessories,39.0,South Dakota,S,Silver,Summer,3.7,Yes,Next Day Air,Yes,Yes,24,Credit Card,Weekly,22/01/2023
236,43.0,Male,Sunglasses,Accessories,89.0,New Jersey,M,Cyan,Winter,3.7,Yes,Free Shipping,Yes,Yes,31,Debit Card,Quarterly,22/01/2023
237,38.0,Male,Coat,Outerwear,68.0,North Dakota,L,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,39,PayPal,Fortnightly,23/01/2023
238,50.0,Male,Dress,Clothing,90.0,Iowa,M,Beige,Summer,3.0,Yes,Store Pickup,Yes,Yes,36,Debit Card,Fortnightly,23/01/2023
239,64.0,Male,Skirt,Clothing,34.0,Ohio,M,Peach,Fall,4.2,Yes,Free Shipping,Yes,Yes,5,Cash,Annually,23/01/2023
240,49.0,Male,Pants,Clothing,51.0,Vermont,L,Yellow,Summer,2.9,Yes,Express,Yes,Yes,47,Credit Card,Bi-Weekly,23/01/2023
241,47.0,Male,Sweater,Clothing,45.0,Montana,XL,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,Yes,29,Bank Transfer,Fortnightly,23/01/2023
242,36.0,Male,Hoodie,Clothing,88.0,Delaware,M,Peach,Winter,4.1,Yes,Free Shipping,Yes,Yes,43,Venmo,Bi-Weekly,23/01/2023
243,55.0,Male,Coat,Outerwear,85.0,New York,L,Gray,Summer,4.3,Yes,Store Pickup,Yes,Yes,40,Debit Card,Every 3 Months,23/01/2023
244,25.0,Male,Jewelry,Accessories,100.0,Kentucky,M,Olive,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,4,Debit Card,Monthly,23/01/2023
245,53.0,Male,Belt,Accessories,42.0,Oregon,S,Indigo,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,39,PayPal,Weekly,23/01/2023
246,49.0,Male,Sandals,Footwear,53.0,Rhode Island,L,Charcoal,Summer,3.3,Yes,Next Day Air,Yes,Yes,45,Venmo,Fortnightly,23/01/2023
247,35.0,Male,Sunglasses,Accessories,86.0,Nevada,XL,Beige,Spring,3.2,Yes,Express,Yes,Yes,20,Venmo,Bi-Weekly,23/01/2023
248,29.0,Male,Sweater,Clothing,66.0,Montana,XL,Brown,Spring,4.4,Yes,Standard,Yes,Yes,14,Debit Card,Weekly,24/01/2023
249,47.0,Male,Belt,Accessories,100.0,Pennsylvania,M,Blue,Winter,4.8,Yes,Express,Yes,Yes,33,PayPal,Weekly,24/01/2023
250,53.0,Male,Handbag,Accessories,47.0,Alaska,S,Teal,Fall,4.2,Yes,Standard,Yes,Yes,18,Credit Card,Annually,24/01/2023
251,33.0,Male,Skirt,Clothing,25.0,Mississippi,L,Black,Fall,4.0,Yes,Express,Yes,Yes,9,Bank Transfer,Weekly,24/01/2023
252,21.0,Male,Handbag,Accessories,51.0,Wyoming,XL,Gold,Winter,2.5,Yes,Standard,Yes,Yes,34,PayPal,Annually,24/01/2023
253,32.0,Male,Shorts,Clothing,41.0,Delaware,M,Violet,Summer,3.9,Yes,Free Shipping,Yes,Yes,33,Venmo,Fortnightly,24/01/2023
254,52.0,Male,Boots,Footwear,73.0,Oklahoma,L,Cyan,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,15,Bank Transfer,Bi-Weekly,24/01/2023
255,67.0,Male,Sunglasses,Accessories,42.0,Indiana,M,White,Winter,3.5,Yes,Store Pickup,Yes,Yes,4,PayPal,Bi-Weekly,24/01/2023
256,43.0,Male,Scarf,Accessories,20.0,Maryland,M,Charcoal,Spring,4.2,Yes,Free Shipping,Yes,Yes,25,Debit Card,Annually,24/01/2023
257,58.0,Male,Jewelry,Accessories,30.0,South Dakota,XL,Violet,Spring,4.7,Yes,Express,Yes,Yes,20,Credit Card,Every 3 Months,24/01/2023
258,20.0,Male,Handbag,Accessories,53.0,West Virginia,M,Red,Summer,4.5,Yes,Express,Yes,Yes,5,Credit Card,Quarterly,24/01/2023
259,61.0,Male,Gloves,Accessories,74.0,Alabama,S,Lavender,Spring,2.8,Yes,Express,Yes,Yes,16,Cash,Quarterly,25/01/2023
260,32.0,Male,Jeans,Clothing,57.0,Louisiana,M,Gold,Fall,2.9,Yes,Standard,Yes,Yes,13,Debit Card,Annually,25/01/2023
261,38.0,Male,Hat,Accessories,57.0,Montana,S,Red,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,11,Credit Card,Every 3 Months,25/01/2023
262,21.0,Male,Jeans,Clothing,77.0,California,L,Magenta,Winter,4.9,Yes,Standard,Yes,Yes,21,Credit Card,Annually,25/01/2023
263,37.0,Male,Pants,Clothing,40.0,Hawaii,M,Teal,Summer,3.7,Yes,Next Day Air,Yes,Yes,6,Debit Card,Annually,25/01/2023
264,27.0,Male,Shorts,Clothing,46.0,Iowa,M,Purple,Summer,4.3,Yes,Store Pickup,Yes,Yes,29,Venmo,Monthly,25/01/2023
265,36.0,Male,Pants,Clothing,78.0,Colorado,S,Charcoal,Fall,3.9,Yes,Store Pickup,Yes,Yes,15,Cash,Annually,25/01/2023
266,32.0,Male,Backpack,Accessories,59.0,Michigan,M,Gray,Spring,3.2,Yes,2-Day Shipping,Yes,Yes,17,Bank Transfer,Bi-Weekly,25/01/2023
267,51.0,Male,Jewelry,Accessories,75.0,Louisiana,L,White,Summer,3.1,Yes,Express,Yes,Yes,32,Credit Card,Weekly,25/01/2023
268,64.0,Male,Sweater,Clothing,54.0,Maryland,M,Olive,Spring,3.9,Yes,2-Day Shipping,Yes,Yes,42,Venmo,Annually,25/01/2023
269,68.0,Male,Shoes,Footwear,42.0,Georgia,M,Charcoal,Spring,2.6,Yes,Store Pickup,Yes,Yes,21,Cash,Monthly,26/01/2023
270,68.0,Male,Blouse,Clothing,44.0,Georgia,M,Charcoal,Winter,3.3,Yes,Next Day Air,Yes,Yes,9,Cash,Bi-Weekly,26/01/2023
271,33.0,Male,Jeans,Clothing,52.0,North Dakota,XL,Orange,Fall,4.6,Yes,Free Shipping,Yes,Yes,16,Bank Transfer,Annually,26/01/2023
272,65.0,Male,Sunglasses,Accessories,69.0,Maryland,XL,Yellow,Summer,4.6,Yes,Express,Yes,Yes,42,Credit Card,Fortnightly,26/01/2023
273,48.0,Male,Jewelry,Accessories,26.0,Oregon,M,Beige,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,37,Debit Card,Bi-Weekly,26/01/2023
274,69.0,Male,Coat,Outerwear,33.0,North Dakota,S,Silver,Spring,4.2,Yes,Express,Yes,Yes,32,Debit Card,Quarterly,26/01/2023
275,59.0,Male,Jewelry,Accessories,32.0,Maryland,M,Indigo,Spring,3.0,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly,26/01/2023
276,48.0,Male,Backpack,Accessories,85.0,Virginia,XL,Lavender,Winter,4.0,Yes,Express,Yes,Yes,13,Credit Card,Weekly,26/01/2023
277,25.0,Male,Skirt,Clothing,30.0,South Dakota,XL,Turquoise,Fall,3.5,Yes,Express,Yes,Yes,11,Bank Transfer,Fortnightly,26/01/2023
278,29.0,Male,Shirt,Clothing,29.0,Georgia,M,Green,Winter,3.0,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Bi-Weekly,26/01/2023
279,57.0,Male,Sweater,Clothing,95.0,Hawaii,M,Orange,Spring,3.7,Yes,Express,Yes,Yes,23,Debit Card,Annually,26/01/2023
280,23.0,Male,Sneakers,Footwear,69.0,Arkansas,L,Turquoise,Summer,4.0,Yes,Standard,Yes,Yes,37,Bank Transfer,Monthly,27/01/2023
281,45.0,Male,Sandals,Footwear,69.0,Montana,S,Cyan,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,21,Cash,Bi-Weekly,27/01/2023
282,38.0,Male,Belt,Accessories,61.0,Oklahoma,XL,Charcoal,Spring,2.5,Yes,Standard,Yes,Yes,22,Debit Card,Bi-Weekly,27/01/2023
283,21.0,Male,Skirt,Clothing,94.0,Minnesota,M,Teal,Summer,3.0,Yes,2-Day Shipping,Yes,Yes,9,Cash,Monthly,27/01/2023
284,32.0,Male,Sweater,Clothing,30.0,Montana,S,Maroon,Fall,3.2,Yes,Next Day Air,Yes,Yes,16,Venmo,Annually,27/01/2023
285,63.0,Male,Skirt,Clothing,45.0,Ohio,M,Red,Summer,3.5,Yes,Standard,Yes,Yes,4,PayPal,Quarterly,27/01/2023
286,29.0,Male,Handbag,Accessories,39.0,Kentucky,XL,Yellow,Summer,4.8,Yes,Express,Yes,Yes,3,Debit Card,Bi-Weekly,27/01/2023
287,27.0,Male,Jewelry,Accessories,51.0,Nebraska,L,Gray,Summer,2.6,Yes,Store Pickup,Yes,Yes,6,Debit Card,Annually,27/01/2023
288,56.0,Male,Scarf,Accessories,37.0,Delaware,L,Blue,Spring,3.4,Yes,2-Day Shipping,Yes,Yes,18,Venmo,Fortnightly,27/01/2023
289,30.0,Male,T-shirt,Clothing,62.0,North Carolina,M,Lavender,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,34,Venmo,Bi-Weekly,27/01/2023
290,49.0,Male,Coat,Outerwear,85.0,New York,M,Yellow,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Monthly,27/01/2023
291,58.0,Male,T-shirt,Clothing,33.0,Colorado,M,Indigo,Winter,3.7,Yes,Standard,Yes,Yes,50,PayPal,Weekly,28/01/2023
292,57.0,Male,Dress,Clothing,26.0,Delaware,XL,Violet,Fall,3.3,Yes,Next Day Air,Yes,Yes,40,Bank Transfer,Monthly,28/01/2023
293,60.0,Male,Shoes,Footwear,99.0,Utah,M,Green,Spring,4.7,Yes,Free Shipping,Yes,Yes,24,Cash,Quarterly,28/01/2023
294,69.0,Male,Handbag,Accessories,39.0,Connecticut,M,White,Spring,2.7,Yes,Express,Yes,Yes,33,PayPal,Annually,28/01/2023
295,70.0,Male,Skirt,Clothing,20.0,New Jersey,M,Gold,Spring,4.6,Yes,Store Pickup,Yes,Yes,19,Credit Card,Every 3 Months,28/01/2023
296,53.0,Male,Sunglasses,Accessories,42.0,West Virginia,M,Indigo,Winter,2.7,Yes,Store Pickup,Yes,Yes,24,Credit Card,Quarterly,28/01/2023
297,25.0,Male,Sandals,Footwear,74.0,Indiana,S,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,19,Credit Card,Weekly,28/01/2023
298,48.0,Male,Shoes,Footwear,26.0,Delaware,XL,Purple,Summer,4.4,Yes,Standard,Yes,Yes,4,Credit Card,Bi-Weekly,28/01/2023
299,69.0,Male,T-shirt,Clothing,53.0,Maryland,M,Lavender,Winter,4.0,Yes,Standard,Yes,Yes,11,Venmo,Every 3 Months,28/01/2023
300,25.0,Male,Sneakers,Footwear,80.0,Pennsylvania,M,Maroon,Summer,3.2,Yes,Next Day Air,Yes,Yes,28,PayPal,Fortnightly,28/01/2023
301,29.0,Male,Hat,Accessories,98.0,Iowa,M,Teal,Spring,4.4,Yes,Store Pickup,Yes,Yes,24,PayPal,Weekly,29/01/2023
302,46.0,Male,Skirt,Clothing,95.0,Pennsylvania,M,Green,Spring,3.8,Yes,Standard,Yes,Yes,25,Credit Card,Every 3 Months,29/01/2023
303,37.0,Male,Sweater,Clothing,44.0,Delaware,L,Olive,Summer,3.6,Yes,Express,Yes,Yes,27,Bank Transfer,Every 3 Months,29/01/2023
304,20.0,Male,Sandals,Footwear,60.0,Oregon,M,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,49,Venmo,Weekly,29/01/2023
305,40.0,Male,Dress,Clothing,84.0,Oregon,M,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly,29/01/2023
306,60.0,Male,Sweater,Clothing,59.0,Utah,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,26,PayPal,Annually,29/01/2023
307,26.0,Male,Jacket,Outerwear,49.0,North Dakota,S,White,Summer,3.6,Yes,Express,Yes,Yes,4,Cash,Annually,29/01/2023
308,29.0,Male,Gloves,Accessories,32.0,Florida,M,Orange,Winter,3.2,Yes,Free Shipping,Yes,Yes,3,Credit Card,Every 3 Months,29/01/2023
309,66.0,Male,Handbag,Accessories,29.0,Maryland,M,Beige,Fall,3.7,Yes,Standard,Yes,Yes,45,Venmo,Bi-Weekly,29/01/2023
310,66.0,Male,Dress,Clothing,22.0,Minnesota,M,Yellow,Spring,4.5,Yes,Standard,Yes,Yes,21,Cash,Fortnightly,29/01/2023
311,56.0,Male,Pants,Clothing,85.0,Montana,M,Charcoal,Winter,4.6,Yes,Standard,Yes,Yes,50,Cash,Fortnightly,29/01/2023
312,69.0,Male,Jeans,Clothing,52.0,Rhode Island,L,Silver,Winter,4.1,Yes,Store Pickup,Yes,Yes,19,Bank Transfer,Monthly,30/01/2023
313,38.0,Male,Pants,Clothing,89.0,Massachusetts,L,Green,Spring,3.4,Yes,Next Day Air,Yes,Yes,6,PayPal,Annually,30/01/2023
314,42.0,Male,Dress,Clothing,77.0,Vermont,M,Pink,Spring,3.7,Yes,Express,Yes,Yes,50,Credit Card,Every 3 Months,30/01/2023
315,30.0,Male,Pants,Clothing,24.0,New Jersey,M,Purple,Summer,3.3,Yes,Store Pickup,Yes,Yes,17,Debit Card,Every 3 Months,30/01/2023
316,66.0,Male,Jewelry,Accessories,24.0,Wisconsin,XL,Orange,Spring,4.5,Yes,Express,Yes,Yes,24,Debit Card,Annually,30/01/2023
317,36.0,Male,Handbag,Accessories,22.0,California,M,Charcoal,Fall,3.3,Yes,Free Shipping,Yes,Yes,46,Venmo,Monthly,30/01/2023
318,58.0,Male,Sweater,Clothing,82.0,West Virginia,L,Teal,Fall,4.3,Yes,Standard,Yes,Yes,42,Cash,Every 3 Months,30/01/2023
319,45.0,Male,Backpack,Accessories,67.0,South Dakota,M,Beige,Winter,2.5,Yes,Standard,Yes,Yes,10,Cash,Annually,30/01/2023
320,47.0,Male,Shorts,Clothing,74.0,Maine,XL,White,Spring,2.6,Yes,Standard,Yes,Yes,1,Cash,Every 3 Months,30/01/2023
321,66.0,Male,Jewelry,Accessories,72.0,Kansas,L,White,Summer,4.9,Yes,Standard,Yes,Yes,28,Debit Card,Quarterly,30/01/2023
322,41.0,Male,Sneakers,Footwear,36.0,Vermont,L,Orange,Summer,4.7,Yes,Free Shipping,Yes,Yes,48,Debit Card,Quarterly,30/01/2023
323,41.0,Male,Belt,Accessories,95.0,Tennessee,S,Cyan,Winter,3.0,Yes,Standard,Yes,Yes,47,Credit Card,Monthly,31/01/2023
324,66.0,Male,Hoodie,Clothing,78.0,Tennessee,M,Orange,Winter,3.5,Yes,Next Day Air,Yes,Yes,29,PayPal,Bi-Weekly,31/01/2023
325,37.0,Male,Shirt,Clothing,82.0,Wyoming,M,Olive,Summer,4.8,Yes,Standard,Yes,Yes,37,Venmo,Quarterly,31/01/2023
326,70.0,Male,Pants,Clothing,70.0,Vermont,M,Charcoal,Winter,4.3,Yes,Free Shipping,Yes,Yes,38,Debit Card,Annually,31/01/2023
327,62.0,Male,Scarf,Accessories,41.0,New Jersey,M,White,Fall,3.2,Yes,Store Pickup,Yes,Yes,48,Bank Transfer,Weekly,31/01/2023
328,61.0,Male,Coat,Outerwear,42.0,Iowa,M,Teal,Summer,3.1,Yes,Free Shipping,Yes,Yes,36,PayPal,Weekly,31/01/2023
329,48.0,Male,Coat,Outerwear,50.0,Florida,M,Yellow,Fall,2.8,Yes,Free Shipping,Yes,Yes,9,Credit Card,Weekly,31/01/2023
330,70.0,Male,Socks,Clothing,31.0,Nevada,S,White,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,34,Bank Transfer,Monthly,31/01/2023
331,46.0,Male,Sweater,Clothing,51.0,North Dakota,M,Beige,Winter,3.7,Yes,Express,Yes,Yes,43,Venmo,Bi-Weekly,31/01/2023
332,31.0,Male,Shirt,Clothing,98.0,Florida,L,Beige,Fall,3.3,Yes,Store Pickup,Yes,Yes,46,PayPal,Quarterly,31/01/2023
333,19.0,Male,Shirt,Clothing,86.0,New York,M,Maroon,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,5,Credit Card,Monthly,31/01/2023
334,39.0,Male,Sweater,Clothing,64.0,Alaska,M,Teal,Winter,4.5,Yes,Standard,Yes,Yes,15,Bank Transfer,Bi-Weekly,01/02/2023
335,41.0,Male,Blouse,Clothing,46.0,Kansas,M,Lavender,Fall,2.6,Yes,Next Day Air,Yes,Yes,30,Credit Card,Annually,01/02/2023
336,20.0,Male,Sweater,Clothing,85.0,Oregon,L,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,44,Venmo,Every 3 Months,01/02/2023
337,36.0,Male,Hat,Accessories,81.0,Rhode Island,S,Orange,Fall,4.4,Yes,Express,Yes,Yes,16,PayPal,Annually,01/02/2023
338,32.0,Male,Sweater,Clothing,59.0,New Mexico,M,Cyan,Winter,4.3,Yes,2-Day Shipping,Yes,Yes,16,Bank Transfer,Annually,01/02/2023
